ID_GVA46|FILLER|ESTADO_VTO|FECHA_VTO|IMPORTE_VT|N_COMP|T_COMP|ESTADO_UNI|IMP_VT_UNI|IMP_VT_EXT|IM_VT_UN_E|ALTERNATIVA_1|IMPORTE_TOTAL_1|ALTERNATIVA_2|IMPORTE_TOTAL_2|AJUSTA_COBRO_FECHA_ALTERNATIVA|UNIDADES_TOTAL_1|UNIDADES_TOTAL_2
893||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000403|FAC|PAG|43,2400000|,0000000|,0000000|2022-03-21 00:00:00|4896,0000000|2022-03-30 00:00:00|4992,0000000|S|44,1000000|44,9700000
894||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000404|FAC|PEN|43,2400000|,0000000|,0000000|2022-03-21 00:00:00|4896,0000000|2022-03-30 00:00:00|4992,0000000|S|44,1000000|44,9700000
895||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000405|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
896||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000406|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
897||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000407|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
898||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000408|FAC|PAG|43,2400000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
899||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000409|FAC|PAG|43,2400000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
900||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000410|FAC|PAG|31,5300000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
901||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000411|FAC|PAG|31,5300000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
902||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000412|FAC|PAG|31,5300000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
903||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000413|FAC|PAG|43,2400000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
904||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000414|FAC|PEN|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
905||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000415|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
906||PAG|2022-03-10 00:00:00|7400,0000000|A0000300000416|FAC|PAG|66,6700000|,0000000|,0000000|2022-03-21 00:00:00|7548,0000000|2022-03-30 00:00:00|7696,0000000|S|68,0000000|69,3400000
907||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000417|FAC|PAG|43,2400000|,0000000|,0000000|2022-03-21 00:00:00|4896,0000000|2022-03-30 00:00:00|4992,0000000|S|44,1000000|44,9700000
908||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000418|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
909||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000419|FAC|PAG|43,2400000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
910||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000420|FAC|PEN|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
911||PAG|2022-03-10 00:00:00|6100,0000000|A0000300000421|FAC|PAG|54,9500000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
912||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000422|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
913||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000423|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
914||PAG|2022-03-10 00:00:00|6100,0000000|A0000300000424|FAC|PAG|54,9500000|,0000000|,0000000|2022-03-21 00:00:00|6222,0000000|2022-03-30 00:00:00|6344,0000000|S|56,0500000|57,1500000
915||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000425|FAC|PEN|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
916||PAG|2022-03-10 00:00:00|4800,0000000|A0000300000426|FAC|PAG|43,2400000|,0000000|,0000000|2022-03-21 00:00:00|4896,0000000|2022-03-30 00:00:00|4992,0000000|S|44,1000000|44,9700000
917||PAG|2022-03-10 00:00:00|3500,0000000|A0000300000427|FAC|PAG|31,5300000|,0000000|,0000000|2022-03-21 00:00:00|3570,0000000|2022-03-30 00:00:00|3640,0000000|S|32,1600000|32,7900000
918||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000477|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
919||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000478|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
920||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000479|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
921||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000480|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
922||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000481|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
923||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000482|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
924||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000483|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
925||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000484|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
926||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000485|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
927||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000486|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
928||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000487|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
929||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000488|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
930||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000489|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
931||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000490|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
932||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000491|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
933||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000492|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
934||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000493|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
935||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000494|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
936||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000495|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
937||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000496|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
938||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000497|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
939||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000498|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
940||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000499|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
941||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000500|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
942||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000501|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
943||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000502|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
944||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000503|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
945||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000504|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
946||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000505|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
947||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000506|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
948||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000507|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
949||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000508|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
950||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000509|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
951||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000510|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
952||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000511|FAC|PEN|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
953||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000512|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
954||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000513|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
955||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000514|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
956||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000515|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
957||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000516|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
958||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000517|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
959||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000518|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
960||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000519|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
961||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000520|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
962||PAG|2022-03-10 00:00:00|3800,0000000|B0000300000521|FAC|PAG|34,2300000|,0000000|,0000000|2022-03-21 00:00:00|3876,0000000|2022-03-30 00:00:00|3952,0000000|S|34,9100000|35,6000000
963||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000522|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
964||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000523|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
965||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000524|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
966||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000525|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
967||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000526|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
968||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000527|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
969||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000528|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
970||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000529|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
971||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000530|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
972||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000531|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
973||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000532|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
974||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000533|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
975||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000534|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
976||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000535|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
977||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000536|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
978||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000537|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
979||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000538|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
980||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000539|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
981||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000540|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
982||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000541|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
983||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000542|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
984||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000543|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
985||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000544|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
986||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000545|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
987||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000546|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
988||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000547|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
989||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000548|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
990||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000549|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
991||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000550|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
992||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000551|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
993||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000552|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
994||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000553|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
995||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000554|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
996||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000555|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
997||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000556|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
998||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000557|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
999||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000558|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1000||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000559|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1001||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000560|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1002||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000561|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1003||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000562|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1004||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000563|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1005||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000564|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1006||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000565|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1007||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000566|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1008||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000567|FAC|PEN|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1009||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000568|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1010||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000569|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1011||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000570|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1012||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000571|FAC|PAG|22,5200000|,0000000|,0000000|1800-01-01 00:00:00|,0000000|1800-01-01 00:00:00|,0000000|N|,0000000|,0000000
1013||PAG|2022-03-10 00:00:00|3800,0000000|B0000300000572|FAC|PEN|34,2300000|,0000000|,0000000|2022-03-21 00:00:00|3876,0000000|2022-03-30 00:00:00|3952,0000000|S|34,9100000|35,6000000
1014||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000573|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
1015||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000574|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
1016||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000575|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
1017||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000576|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
1018||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000577|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
1019||PAG|2022-03-10 00:00:00|2500,0000000|B0000300000578|FAC|PAG|22,5200000|,0000000|,0000000|2022-03-21 00:00:00|2550,0000000|2022-03-30 00:00:00|2600,0000000|S|22,9700000|23,4200000
